Category,Item,Serving Size,Calories,Calories from Fat,Total Fat,Total Fat (% Daily Value),Saturated Fat,Saturated Fat (% Daily Value),Trans Fat,Cholesterol,Cholesterol (% Daily Value),Sodium,Sodium (% Daily Value),Carbohydrates,Carbohydrates (% Daily Value),Dietary Fiber,Dietary Fiber (% Daily Value),Sugars,Protein,Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Health_Status
Beverages,Coca-Cola Classic (Child),12 fl oz cup,100.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,28.0,9.0,2.2198952879581153,8.890052356020943,28.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Coke (Small),16 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,10.0,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Coke (Medium),21 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,20.0,1.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Coke (Large),30 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,35.0,1.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Coke (Child),12 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,15.0,1.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Dr Pepper (Small),16 fl oz cup,140.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,45.0,2.0,37.0,12.0,2.2198952879581153,8.890052356020943,35.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Dr Pepper (Medium),21 fl oz cup,190.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,65.0,3.0,53.0,18.0,2.2198952879581153,8.890052356020943,51.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Dr Pepper (Large),30 fl oz cup,270.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,90.0,4.0,72.0,24.0,2.2198952879581153,8.890052356020943,70.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Dr Pepper (Child),12 fl oz cup,100.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,30.0,1.0,27.0,9.0,2.2198952879581153,8.890052356020943,26.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Dr Pepper (Small),16 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,70.0,3.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,2.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Dr Pepper (Medium),21 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,100.0,4.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,3.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Dr Pepper (Large),30 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,140.0,6.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,4.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Diet Dr Pepper (Child),12 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,50.0,2.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,1.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Sprite (Small),16 fl oz cup,140.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,30.0,1.0,37.0,12.0,2.2198952879581153,8.890052356020943,37.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Sprite (Medium),21 fl oz cup,200.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,45.0,2.0,54.0,18.0,2.2198952879581153,8.890052356020943,54.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Sprite (Large),30 fl oz cup,280.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,60.0,3.0,74.0,25.0,2.2198952879581153,8.890052356020943,74.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,Sprite (Child),12 fl oz cup,100.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,25.0,1.0,27.0,9.0,2.2198952879581153,8.890052356020943,27.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Beverages,1% Low Fat Milk Jug,1 carton (236 ml),100.0,20.0,2.5,4.0,1.5,8.0,0.9464285714285714,10.0,3.0,125.0,5.0,12.0,4.0,2.2198952879581153,8.890052356020943,12.0,8.0,10.0,4.0,30.0,11.297752808988765,Healthy
Beverages,Fat Free Chocolate Milk Jug,1 carton (236 ml),130.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,135.0,6.0,23.0,8.0,1.0,2.0,22.0,9.0,10.0,22.642857142857142,30.0,8.0,Healthy
Beverages,Minute Maid 100% Apple Juice Box,6 fl oz (177 ml),80.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,15.0,1.0,21.0,7.0,2.2198952879581153,8.890052356020943,19.0,14.88412017167382,17.63131313131313,100.0,10.0,11.297752808988765,Healthy
Beverages,Minute Maid Orange Juice (Small),12 fl oz cup,150.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,34.0,11.0,2.2198952879581153,8.890052356020943,30.0,2.0,17.63131313131313,130.0,2.0,11.297752808988765,Healthy
Beverages,Minute Maid Orange Juice (Medium),16 fl oz cup,190.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,44.0,15.0,2.2198952879581153,8.890052356020943,39.0,3.0,17.63131313131313,160.0,4.0,11.297752808988765,Healthy
Beverages,Minute Maid Orange Juice (Large),22 fl oz cup,280.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,5.0,22.4,65.0,22.0,2.2198952879581153,8.890052356020943,58.0,4.0,17.63131313131313,240.0,4.0,11.297752808988765,Healthy
Beverages,Dasani Water Bottle,16.9 fl oz,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Iced Tea (Small),16 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,10.0,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Iced Tea (Medium),21 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,10.0,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Iced Tea (Large),30 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,15.0,1.0,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Iced Tea (Child),12 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,5.0,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Sweet Tea (Small),16 fl oz cup,150.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,10.0,22.4,36.0,12.0,2.2198952879581153,8.890052356020943,36.0,1.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Sweet Tea (Medium),21 fl oz cup,180.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,10.0,22.4,45.0,15.0,2.2198952879581153,8.890052356020943,45.0,1.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Sweet Tea (Large),30 fl oz cup,220.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,10.0,1.0,54.0,18.0,2.2198952879581153,8.890052356020943,54.0,1.0,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Sweet Tea (Child),12 fl oz cup,110.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,5.0,22.4,27.0,9.0,2.2198952879581153,8.890052356020943,27.0,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Coffee (Small),12 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Coffee (Medium),16 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Coffee (Large),16 fl oz cup,392.41803278688525,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,66.13425925925925,22.13888888888889,513.5258964143426,22.4,50.450819672131146,16.815573770491802,2.2198952879581153,8.890052356020943,32.5531914893617,14.88412017167382,17.63131313131313,22.642857142857142,24.34375,11.297752808988765,Healthy
Coffee & Tea,Latte (Small),12 fl oz cup,170.0,80.0,9.0,13.0,5.0,24.0,0.9464285714285714,25.0,9.0,115.0,5.0,15.0,5.0,1.0,3.0,12.0,9.0,8.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Latte (Medium),16 fl oz cup,210.0,90.0,10.0,16.0,6.0,30.0,0.9464285714285714,30.0,11.0,140.0,6.0,18.0,6.0,1.0,4.0,15.0,11.0,10.0,22.642857142857142,35.0,11.297752808988765,Healthy
Coffee & Tea,Latte (Large),20 fl oz cup,280.0,120.0,14.0,21.0,8.0,39.0,0.9464285714285714,40.0,14.0,180.0,8.0,24.0,8.0,1.0,6.0,20.0,15.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Caramel Latte (Small),12 fl oz cup,270.0,80.0,9.0,13.0,5.0,24.0,0.9464285714285714,25.0,9.0,115.0,5.0,40.0,13.0,1.0,3.0,38.0,9.0,8.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Caramel Latte (Medium),16 fl oz cup,340.0,90.0,10.0,16.0,6.0,30.0,0.9464285714285714,30.0,11.0,140.0,6.0,50.0,17.0,1.0,4.0,48.0,11.0,10.0,22.642857142857142,35.0,11.297752808988765,Healthy
Coffee & Tea,Caramel Latte (Large),20 fl oz cup,430.0,120.0,14.0,21.0,8.0,39.0,0.9464285714285714,40.0,14.0,180.0,8.0,62.0,21.0,1.0,6.0,59.0,15.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Hazelnut Latte (Small),12 fl oz cup,270.0,80.0,9.0,13.0,5.0,24.0,0.9464285714285714,25.0,9.0,115.0,5.0,40.0,13.0,1.0,3.0,38.0,9.0,8.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Hazelnut Latte (Medium),16 fl oz cup,330.0,90.0,10.0,16.0,6.0,30.0,0.9464285714285714,30.0,11.0,140.0,6.0,50.0,17.0,1.0,4.0,47.0,11.0,10.0,22.642857142857142,35.0,11.297752808988765,Healthy
Coffee & Tea,Hazelnut Latte (Large),20 fl oz cup,430.0,120.0,14.0,21.0,8.0,39.0,0.9464285714285714,40.0,14.0,180.0,8.0,62.0,21.0,1.0,6.0,58.0,15.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,French Vanilla Latte (Small),12 fl oz cup,260.0,80.0,9.0,13.0,5.0,24.0,0.9464285714285714,25.0,9.0,115.0,5.0,38.0,13.0,1.0,3.0,36.0,9.0,8.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,French Vanilla Latte (Medium),16 fl oz cup,330.0,90.0,10.0,16.0,6.0,30.0,0.9464285714285714,30.0,11.0,140.0,6.0,48.0,16.0,1.0,4.0,45.0,11.0,10.0,22.642857142857142,35.0,2.0,Healthy
Coffee & Tea,French Vanilla Latte (Large),20 fl oz cup,420.0,120.0,14.0,21.0,8.0,39.0,0.9464285714285714,40.0,14.0,190.0,8.0,60.0,20.0,1.0,6.0,56.0,15.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,210.0,80.0,9.0,13.0,5.0,24.0,0.9464285714285714,25.0,9.0,150.0,6.0,24.0,8.0,1.0,4.0,12.0,9.0,8.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,260.0,90.0,10.0,16.0,6.0,30.0,0.9464285714285714,30.0,11.0,190.0,8.0,29.0,10.0,1.0,5.0,15.0,12.0,10.0,22.642857142857142,35.0,11.297752808988765,Healthy
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,330.0,120.0,14.0,21.0,8.0,39.0,0.9464285714285714,40.0,14.0,240.0,10.0,37.0,12.0,2.0,7.0,20.0,15.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Nonfat Latte (Small),12 fl oz cup,100.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,110.0,5.0,15.0,5.0,1.0,3.0,13.0,10.0,10.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Latte (Medium),16 fl oz cup,130.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,135.0,6.0,19.0,6.0,1.0,4.0,16.0,12.0,15.0,22.642857142857142,40.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Latte (Large),20 fl oz cup,170.0,160.4126213592233,0.5,1.0,7.81,38.955,0.9464285714285714,10.0,3.0,180.0,7.0,25.0,8.0,1.0,6.0,21.0,16.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Nonfat Caramel Latte (Small),12 fl oz cup,200.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,110.0,5.0,41.0,14.0,1.0,3.0,39.0,10.0,10.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Caramel Latte (Medium),16 fl oz cup,250.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,135.0,6.0,51.0,17.0,1.0,4.0,48.0,12.0,15.0,22.642857142857142,40.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Caramel Latte (Large),20 fl oz cup,310.0,160.4126213592233,0.5,1.0,7.81,38.955,0.9464285714285714,10.0,3.0,180.0,7.0,63.0,21.0,1.0,6.0,59.0,16.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Nonfat Hazelnut Latte (Small),12 fl oz cup,200.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,110.0,5.0,40.0,13.0,1.0,3.0,38.0,10.0,10.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Hazelnut Latte (Medium),16 fl oz cup,250.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,135.0,6.0,51.0,17.0,1.0,4.0,48.0,12.0,15.0,22.642857142857142,40.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Hazelnut Latte (Large),20 fl oz cup,310.0,160.4126213592233,0.5,1.0,7.81,38.955,0.9464285714285714,10.0,3.0,180.0,7.0,63.0,21.0,1.0,6.0,59.0,16.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Nonfat French Vanilla Latte (Small),12 fl oz cup,190.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,115.0,5.0,39.0,13.0,1.0,3.0,37.0,10.0,10.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat French Vanilla Latte (Medium),16 fl oz cup,240.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,140.0,6.0,49.0,16.0,1.0,4.0,46.0,12.0,15.0,22.642857142857142,40.0,2.0,Healthy
Coffee & Tea,Nonfat French Vanilla Latte (Large),20 fl oz cup,300.0,160.4126213592233,0.5,1.0,7.81,38.955,0.9464285714285714,10.0,3.0,180.0,8.0,60.0,20.0,1.0,6.0,56.0,16.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,140.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,150.0,6.0,24.0,8.0,1.0,4.0,13.0,10.0,10.0,22.642857142857142,30.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,170.0,160.4126213592233,17.454976303317537,26.881516587677726,7.81,38.955,0.9464285714285714,5.0,2.0,180.0,8.0,30.0,10.0,1.0,5.0,16.0,12.0,15.0,22.642857142857142,40.0,11.297752808988765,Healthy
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,220.0,160.4126213592233,0.5,1.0,7.81,38.955,0.9464285714285714,10.0,3.0,240.0,10.0,38.0,13.0,2.0,7.0,21.0,16.0,15.0,22.642857142857142,50.0,2.0,Healthy
Coffee & Tea,Mocha (Small),12 fl oz cup,340.0,100.0,11.0,18.0,7.0,34.0,0.9464285714285714,35.0,12.0,150.0,6.0,49.0,16.0,2.0,6.0,42.0,10.0,10.0,22.642857142857142,30.0,6.0,Healthy
Coffee & Tea,Mocha (Medium),16 fl oz cup,410.0,120.0,14.0,21.0,8.0,40.0,0.9464285714285714,40.0,14.0,190.0,8.0,60.0,20.0,2.0,8.0,53.0,13.0,10.0,22.642857142857142,40.0,6.0,Healthy
Coffee & Tea,Mocha (Large),20 fl oz cup,500.0,150.0,17.0,26.0,10.0,49.0,0.5,50.0,17.0,240.0,10.0,72.0,24.0,2.0,10.0,63.0,16.0,15.0,22.642857142857142,50.0,8.0,Unhealthy
Coffee & Tea,Mocha with Nonfat Milk (Small),12 fl oz cup,270.0,30.0,3.5,5.0,2.0,11.0,0.9464285714285714,15.0,5.0,150.0,6.0,49.0,16.0,2.0,6.0,43.0,11.0,10.0,22.642857142857142,35.0,6.0,Healthy
Coffee & Tea,Mocha with Nonfat Milk (Medium),16 fl oz cup,330.0,30.0,3.5,6.0,2.0,11.0,0.9464285714285714,15.0,5.0,190.0,8.0,60.0,20.0,2.0,8.0,53.0,13.0,15.0,22.642857142857142,40.0,6.0,Healthy
Coffee & Tea,Mocha with Nonfat Milk (Large),20 fl oz cup,390.0,35.0,4.0,6.0,2.5,12.0,0.9464285714285714,20.0,6.0,240.0,10.0,73.0,24.0,2.0,10.0,64.0,17.0,20.0,22.642857142857142,50.0,8.0,Healthy
Coffee & Tea,Caramel Mocha (Small),12 fl oz cup,320.0,100.0,11.0,17.0,7.0,33.0,0.9464285714285714,35.0,12.0,170.0,7.0,45.0,15.0,1.0,3.0,40.0,10.0,10.0,22.642857142857142,30.0,2.0,Healthy
Coffee & Tea,Caramel Mocha (Medium),16 fl oz cup,390.0,120.0,14.0,21.0,8.0,40.0,0.5,40.0,14.0,220.0,9.0,55.0,18.0,1.0,4.0,50.0,12.0,15.0,22.642857142857142,40.0,2.0,Healthy
Coffee & Tea,Caramel Mocha (Large),20 fl oz cup,480.0,150.0,17.0,26.0,10.0,49.0,0.5,50.0,17.0,270.0,11.0,66.0,22.0,1.0,5.0,60.0,16.0,15.0,22.642857142857142,50.0,4.0,Healthy
Coffee & Tea,Nonfat Caramel Mocha (Small),12 fl oz cup,250.0,30.0,3.5,5.0,2.0,10.0,0.9464285714285714,15.0,5.0,170.0,7.0,45.0,15.0,1.0,3.0,41.0,10.0,10.0,22.642857142857142,35.0,2.0,Healthy
Coffee & Tea,Nonfat Caramel Mocha (Medium),16 fl oz cup,310.0,30.0,3.5,5.0,2.0,11.0,0.9464285714285714,15.0,5.0,210.0,9.0,56.0,19.0,1.0,4.0,51.0,13.0,15.0,22.642857142857142,40.0,2.0,Healthy
Coffee & Tea,Nonfat Caramel Mocha (Large),20 fl oz cup,370.0,35.0,3.5,6.0,2.5,11.0,0.9464285714285714,20.0,6.0,270.0,11.0,67.0,22.0,1.0,5.0,61.0,17.0,20.0,22.642857142857142,50.0,4.0,Healthy
Coffee & Tea,Hot Chocolate (Small),12 fl oz cup,360.0,120.0,13.0,21.0,8.0,39.0,0.9464285714285714,40.0,14.0,180.0,8.0,50.0,17.0,1.0,3.0,45.0,11.0,10.0,22.642857142857142,40.0,6.0,Healthy
Coffee & Tea,Hot Chocolate (Medium),16 fl oz cup,440.0,140.0,16.0,25.0,9.0,47.0,0.5,50.0,16.0,220.0,9.0,61.0,20.0,1.0,4.0,56.0,14.0,15.0,22.642857142857142,45.0,6.0,Healthy
Coffee & Tea,Hot Chocolate (Large),20 fl oz cup,540.0,180.0,20.0,31.0,12.0,58.0,0.5,60.0,20.0,280.0,12.0,73.0,24.0,1.0,5.0,68.0,17.0,20.0,22.642857142857142,60.0,8.0,Unhealthy
Coffee & Tea,Hot Chocolate with Nonfat Milk (Small),12 fl oz cup,280.0,30.0,3.5,5.0,2.0,11.0,0.9464285714285714,15.0,5.0,180.0,7.0,50.0,17.0,1.0,3.0,46.0,12.0,15.0,22.642857142857142,40.0,6.0,Healthy
Coffee & Tea,Hot Chocolate with Nonfat Milk (Medium),16 fl oz cup,340.0,30.0,3.5,5.0,2.0,11.0,0.9464285714285714,15.0,6.0,220.0,9.0,61.0,20.0,1.0,4.0,57.0,14.0,20.0,22.642857142857142,50.0,6.0,Healthy
Coffee & Tea,Hot Chocolate with Nonfat Milk (Large),20 fl oz cup,400.0,35.0,3.5,6.0,2.5,12.0,0.9464285714285714,20.0,7.0,280.0,12.0,74.0,25.0,1.0,5.0,69.0,19.0,25.0,22.642857142857142,60.0,8.0,Healthy
Coffee & Tea,Regular Iced Coffee (Small),16 fl oz cup,140.0,40.0,4.5,7.0,3.0,15.0,0.9464285714285714,15.0,6.0,35.0,1.0,23.0,8.0,2.2198952879581153,8.890052356020943,22.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Regular Iced Coffee (Medium),22 fl oz cup,190.0,60.0,7.0,11.0,4.5,22.0,0.9464285714285714,25.0,9.0,50.0,2.0,31.0,10.0,2.2198952879581153,8.890052356020943,30.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Regular Iced Coffee (Large),32 fl oz cup,270.0,80.0,9.0,14.0,6.0,29.0,0.9464285714285714,35.0,12.0,75.0,3.0,47.0,16.0,2.2198952879581153,8.890052356020943,45.0,2.0,6.0,22.642857142857142,8.0,11.297752808988765,Healthy
Coffee & Tea,Caramel Iced Coffee (Small),16 fl oz cup,130.0,40.0,4.5,7.0,3.0,15.0,0.9464285714285714,15.0,6.0,35.0,2.0,22.0,7.0,2.2198952879581153,8.890052356020943,21.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Caramel Iced Coffee (Medium),22 fl oz cup,180.0,60.0,7.0,11.0,4.5,22.0,0.9464285714285714,25.0,9.0,50.0,2.0,29.0,10.0,2.2198952879581153,8.890052356020943,28.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Caramel Iced Coffee (Large),32 fl oz cup,260.0,80.0,9.0,14.0,6.0,29.0,0.9464285714285714,35.0,12.0,65.0,3.0,43.0,14.0,2.2198952879581153,8.890052356020943,42.0,2.0,6.0,22.642857142857142,6.0,11.297752808988765,Healthy
Coffee & Tea,Hazelnut Iced Coffee (Small),16 fl oz cup,130.0,40.0,4.5,7.0,3.0,15.0,0.9464285714285714,15.0,6.0,35.0,1.0,21.0,7.0,2.2198952879581153,8.890052356020943,20.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Hazelnut Iced Coffee (Medium),22 fl oz cup,180.0,60.0,7.0,11.0,4.5,22.0,0.9464285714285714,25.0,9.0,50.0,2.0,29.0,10.0,2.2198952879581153,8.890052356020943,28.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
