Category,Item,Serving Size,Calories,Calories from Fat,Total Fat,Total Fat (% Daily Value),Saturated Fat,Saturated Fat (% Daily Value),Trans Fat,Cholesterol,Cholesterol (% Daily Value),Sodium,Sodium (% Daily Value),Carbohydrates,Carbohydrates (% Daily Value),Dietary Fiber,Dietary Fiber (% Daily Value),Sugars,Protein,Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Health_Status
Coffee & Tea,Hazelnut Iced Coffee (Large),32 fl oz cup,250.0,80.0,9.0,14.0,6.0,29.0,0.9464285714285714,35.0,12.0,75.0,3.0,43.0,14.0,2.2198952879581153,8.890052356020943,41.0,2.0,6.0,22.642857142857142,8.0,11.297752808988765,Healthy
Coffee & Tea,French Vanilla Iced Coffee (Small),16 fl oz cup,120.0,40.0,4.5,7.0,3.0,15.0,0.9464285714285714,15.0,6.0,40.0,2.0,20.0,7.0,2.2198952879581153,8.890052356020943,19.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,French Vanilla Iced Coffee (Medium),22 fl oz cup,170.0,60.0,7.0,11.0,4.5,22.0,0.9464285714285714,25.0,9.0,55.0,2.0,27.0,9.0,2.2198952879581153,8.890052356020943,26.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,French Vanilla Iced Coffee (Large),32 fl oz cup,240.0,80.0,9.0,14.0,6.0,29.0,0.9464285714285714,35.0,12.0,80.0,3.0,41.0,14.0,2.2198952879581153,8.890052356020943,39.0,2.0,6.0,22.642857142857142,8.0,11.297752808988765,Healthy
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Small),16 fl oz cup,80.0,40.0,4.5,7.0,3.0,15.0,0.9464285714285714,15.0,6.0,65.0,3.0,9.0,3.0,2.2198952879581153,8.890052356020943,1.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),22 fl oz cup,120.0,60.0,7.0,11.0,4.5,22.0,0.9464285714285714,25.0,9.0,90.0,4.0,12.0,4.0,2.2198952879581153,8.890052356020943,2.0,1.0,4.0,22.642857142857142,4.0,11.297752808988765,Healthy
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Large),32 fl oz cup,160.0,80.0,9.0,14.0,6.0,29.0,0.9464285714285714,35.0,12.0,135.0,6.0,18.0,6.0,2.2198952879581153,8.890052356020943,2.0,2.0,6.0,22.642857142857142,8.0,11.297752808988765,Healthy
Coffee & Tea,Iced Mocha (Small),12 fl oz cup,290.0,100.0,11.0,17.0,7.0,33.0,0.9464285714285714,35.0,12.0,125.0,5.0,41.0,14.0,1.0,4.0,34.0,8.0,10.0,22.642857142857142,25.0,4.0,Healthy
Coffee & Tea,Iced Mocha (Medium),16 fl oz cup,350.0,110.0,13.0,19.0,8.0,38.0,0.9464285714285714,40.0,13.0,150.0,6.0,50.0,17.0,1.0,5.0,43.0,9.0,10.0,22.642857142857142,30.0,6.0,Healthy
Coffee & Tea,Iced Mocha (Large),22 fl oz cup,480.0,150.0,16.0,25.0,10.0,49.0,0.5,50.0,17.0,220.0,9.0,70.0,23.0,2.0,8.0,62.0,14.0,15.0,22.642857142857142,40.0,8.0,Healthy
Coffee & Tea,Iced Mocha with Nonfat Milk (Small),12 fl oz cup,240.0,45.0,5.0,8.0,3.0,16.0,0.9464285714285714,20.0,7.0,125.0,5.0,41.0,14.0,1.0,4.0,35.0,8.0,10.0,22.642857142857142,25.0,4.0,Healthy
Coffee & Tea,Iced Mocha with Nonfat Milk (Medium),16 fl oz cup,290.0,45.0,5.0,8.0,3.5,17.0,0.9464285714285714,20.0,7.0,150.0,6.0,50.0,17.0,1.0,5.0,43.0,10.0,15.0,22.642857142857142,30.0,6.0,Healthy
Coffee & Tea,Iced Mocha with Nonfat Milk (Large),22 fl oz cup,390.0,50.0,6.0,9.0,3.5,18.0,0.9464285714285714,25.0,8.0,220.0,9.0,71.0,24.0,2.0,8.0,62.0,14.0,20.0,22.642857142857142,45.0,8.0,Healthy
Coffee & Tea,Iced Caramel Mocha (Small),12 fl oz cup,280.0,100.0,11.0,17.0,7.0,33.0,0.9464285714285714,35.0,12.0,140.0,6.0,38.0,13.0,2.2198952879581153,8.890052356020943,33.0,8.0,10.0,22.642857142857142,25.0,2.0,Healthy
Coffee & Tea,Iced Caramel Mocha (Medium),16 fl oz cup,340.0,110.0,13.0,19.0,7.0,37.0,0.9464285714285714,40.0,13.0,170.0,7.0,46.0,15.0,1.0,2.0,41.0,9.0,10.0,22.642857142857142,30.0,2.0,Healthy
Coffee & Tea,Iced Caramel Mocha (Large),22 fl oz cup,460.0,150.0,16.0,25.0,10.0,48.0,0.5,50.0,17.0,250.0,10.0,65.0,22.0,1.0,3.0,59.0,13.0,15.0,22.642857142857142,40.0,4.0,Healthy
Coffee & Tea,Iced Nonfat Caramel Mocha (Small),12 fl oz cup,230.0,45.0,5.0,8.0,3.0,16.0,0.9464285714285714,20.0,7.0,140.0,6.0,38.0,13.0,2.2198952879581153,8.890052356020943,33.0,8.0,10.0,22.642857142857142,25.0,2.0,Healthy
Coffee & Tea,Iced Nonfat Caramel Mocha (Medium),16 fl oz cup,270.0,45.0,5.0,8.0,3.0,16.0,0.9464285714285714,20.0,7.0,170.0,7.0,47.0,16.0,1.0,2.0,41.0,10.0,15.0,22.642857142857142,30.0,2.0,Healthy
Coffee & Tea,Iced Nonfat Caramel Mocha (Large),22 fl oz cup,370.0,50.0,6.0,8.0,3.5,17.0,0.9464285714285714,25.0,8.0,250.0,10.0,65.0,22.0,1.0,3.0,59.0,14.0,20.0,22.642857142857142,45.0,4.0,Healthy
Coffee & Tea,Frappé Mocha (Small),12 fl oz cup,450.0,160.0,18.0,28.0,12.0,59.0,1.0,65.0,21.0,125.0,5.0,65.0,22.0,1.0,3.0,57.0,7.0,15.0,22.642857142857142,20.0,4.0,Healthy
Coffee & Tea,Frappé Mocha (Medium),16 fl oz cup,550.0,200.0,22.0,34.0,14.0,71.0,1.0,75.0,25.0,160.0,7.0,80.0,27.0,1.0,4.0,71.0,9.0,15.0,22.642857142857142,25.0,4.0,Unhealthy
Coffee & Tea,Frappé Mocha (Large),22 fl oz cup,670.0,240.0,26.0,41.0,17.0,85.0,1.0,90.0,30.0,190.0,8.0,98.0,33.0,1.0,4.0,88.0,11.0,20.0,22.642857142857142,35.0,4.0,Unhealthy
Coffee & Tea,Frappé Caramel (Small),12 fl oz cup,450.0,170.0,19.0,29.0,12.0,60.0,1.0,65.0,22.0,125.0,5.0,64.0,21.0,2.2198952879581153,8.890052356020943,57.0,7.0,15.0,22.642857142857142,25.0,2.0,Healthy
Coffee & Tea,Frappé Caramel (Medium),16 fl oz cup,550.0,200.0,23.0,35.0,15.0,73.0,1.0,80.0,27.0,160.0,7.0,79.0,26.0,2.2198952879581153,8.890052356020943,71.0,9.0,20.0,22.642857142857142,30.0,2.0,Unhealthy
Coffee & Tea,Frappé Caramel (Large),22 fl oz cup,670.0,250.0,27.0,42.0,17.0,87.0,1.5,95.0,32.0,190.0,8.0,96.0,32.0,2.2198952879581153,8.890052356020943,88.0,11.0,20.0,22.642857142857142,35.0,2.0,Unhealthy
Coffee & Tea,Frappé Chocolate Chip (Small),12 fl oz cup,530.0,200.0,23.0,35.0,14.0,72.0,1.0,65.0,22.0,135.0,6.0,76.0,25.0,1.0,5.0,67.0,8.0,15.0,22.642857142857142,25.0,4.0,Unhealthy
Coffee & Tea,Frappé Chocolate Chip (Medium),16 fl oz cup,630.0,240.0,26.0,41.0,17.0,85.0,1.0,80.0,26.0,160.0,7.0,91.0,30.0,1.0,5.0,81.0,9.0,15.0,22.642857142857142,30.0,4.0,Unhealthy
Coffee & Tea,Frappé Chocolate Chip (Large),22 fl oz cup,760.0,280.0,31.0,48.0,20.0,101.0,1.5,95.0,32.0,200.0,8.0,111.0,37.0,1.0,5.0,99.0,12.0,20.0,22.642857142857142,35.0,6.0,Unhealthy
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Small),12 fl oz cup,220.0,5.0,0.5,1.0,7.81,38.955,0.9464285714285714,5.0,1.0,40.0,2.0,50.0,17.0,3.0,12.0,44.0,2.0,17.63131313131313,2.0,6.0,2.0,Healthy
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Medium),16 fl oz cup,260.0,5.0,1.0,1.0,7.81,38.955,0.9464285714285714,5.0,1.0,50.0,2.0,62.0,21.0,4.0,15.0,54.0,3.0,17.63131313131313,4.0,8.0,2.0,Healthy
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Large),22 fl oz cup,340.0,10.0,1.0,2.0,0.5,3.0,0.9464285714285714,5.0,2.0,65.0,3.0,79.0,26.0,5.0,19.0,70.0,4.0,17.63131313131313,4.0,10.0,2.0,Healthy
Smoothies & Shakes,Strawberry Banana Smoothie (Small),12 fl oz cup,210.0,5.0,0.5,1.0,7.81,38.955,0.9464285714285714,5.0,1.0,50.0,2.0,47.0,16.0,3.0,10.0,44.0,3.0,17.63131313131313,30.0,8.0,2.0,Healthy
Smoothies & Shakes,Strawberry Banana Smoothie (Medium),16 fl oz cup,250.0,5.0,1.0,1.0,7.81,38.955,0.9464285714285714,5.0,1.0,60.0,2.0,58.0,19.0,3.0,13.0,54.0,4.0,17.63131313131313,35.0,8.0,4.0,Healthy
Smoothies & Shakes,Strawberry Banana Smoothie (Large),22 fl oz cup,330.0,10.0,1.0,2.0,0.5,3.0,0.9464285714285714,5.0,2.0,80.0,3.0,74.0,25.0,4.0,16.0,70.0,5.0,17.63131313131313,45.0,10.0,4.0,Healthy
Smoothies & Shakes,Mango Pineapple Smoothie (Small),12 fl oz cup,210.0,5.0,0.5,1.0,7.81,38.955,0.9464285714285714,5.0,1.0,40.0,2.0,50.0,17.0,1.0,4.0,46.0,2.0,30.0,20.0,8.0,2.0,Healthy
Smoothies & Shakes,Mango Pineapple Smoothie (Medium),16 fl oz cup,260.0,10.0,1.0,1.0,7.81,38.955,0.9464285714285714,5.0,1.0,45.0,2.0,61.0,20.0,1.0,5.0,56.0,3.0,40.0,25.0,8.0,2.0,Healthy
Smoothies & Shakes,Mango Pineapple Smoothie (Large),22 fl oz cup,340.0,10.0,1.0,2.0,0.5,3.0,0.9464285714285714,5.0,2.0,60.0,3.0,78.0,26.0,2.0,6.0,72.0,4.0,50.0,30.0,10.0,2.0,Healthy
Smoothies & Shakes,Vanilla Shake (Small),12 fl oz cup,530.0,140.0,15.0,24.0,10.0,49.0,1.0,60.0,20.0,160.0,7.0,86.0,29.0,2.2198952879581153,8.890052356020943,63.0,11.0,20.0,22.642857142857142,40.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Vanilla Shake (Medium),16 fl oz cup,660.0,170.0,19.0,29.0,12.0,61.0,1.0,75.0,24.0,200.0,9.0,109.0,36.0,2.2198952879581153,8.890052356020943,81.0,14.0,25.0,22.642857142857142,50.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Vanilla Shake (Large),22 fl oz cup,820.0,210.0,23.0,35.0,15.0,73.0,1.0,90.0,29.0,260.0,11.0,135.0,45.0,2.2198952879581153,8.890052356020943,101.0,18.0,30.0,22.642857142857142,60.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Strawberry Shake (Small),12 fl oz cup,550.0,150.0,16.0,25.0,10.0,52.0,1.0,60.0,21.0,160.0,7.0,90.0,30.0,2.2198952879581153,8.890052356020943,79.0,12.0,20.0,22.642857142857142,40.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Strawberry Shake (Medium),16 fl oz cup,690.0,180.0,20.0,30.0,13.0,63.0,1.0,75.0,25.0,210.0,9.0,114.0,38.0,2.2198952879581153,8.890052356020943,100.0,15.0,25.0,22.642857142857142,50.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Strawberry Shake (Large),22 fl oz cup,850.0,210.0,24.0,36.0,15.0,75.0,1.0,90.0,30.0,260.0,11.0,140.0,47.0,2.2198952879581153,8.890052356020943,123.0,18.0,30.0,22.642857142857142,70.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Chocolate Shake (Small),12 fl oz cup,560.0,150.0,16.0,25.0,10.0,51.0,1.0,60.0,20.0,240.0,10.0,91.0,30.0,1.0,5.0,77.0,12.0,20.0,22.642857142857142,40.0,8.0,Unhealthy
Smoothies & Shakes,Chocolate Shake (Medium),16 fl oz cup,700.0,180.0,20.0,30.0,12.0,62.0,1.0,75.0,24.0,300.0,13.0,114.0,38.0,2.0,6.0,97.0,15.0,25.0,22.642857142857142,50.0,10.0,Unhealthy
Smoothies & Shakes,Chocolate Shake (Large),22 fl oz cup,850.0,210.0,23.0,36.0,15.0,74.0,1.0,85.0,29.0,380.0,16.0,141.0,47.0,2.0,8.0,120.0,19.0,30.0,22.642857142857142,60.0,15.0,Unhealthy
Smoothies & Shakes,Shamrock Shake (Medium),16 fl oz cup,660.0,170.0,19.0,29.0,12.0,61.0,1.0,75.0,24.0,210.0,9.0,109.0,36.0,2.2198952879581153,8.890052356020943,93.0,14.0,25.0,22.642857142857142,50.0,11.297752808988765,Unhealthy
Smoothies & Shakes,Shamrock Shake (Large),22 fl oz cup,820.0,210.0,23.0,35.0,15.0,73.0,1.0,90.0,29.0,260.0,11.0,135.0,45.0,2.2198952879581153,8.890052356020943,115.0,18.0,30.0,22.642857142857142,60.0,11.297752808988765,Unhealthy
Smoothies & Shakes,McFlurry with M&M’s Candies (Small),10.9 oz (310 g),650.0,210.0,23.0,35.0,14.0,72.0,0.5,50.0,17.0,180.0,7.0,96.0,32.0,1.0,6.0,89.0,13.0,15.0,22.642857142857142,45.0,8.0,Unhealthy
Smoothies & Shakes,McFlurry with M&M’s Candies (Medium),16.2 oz (460 g),930.0,290.0,33.0,50.0,20.0,102.0,1.0,75.0,25.0,260.0,11.0,139.0,46.0,2.0,7.0,128.0,20.0,25.0,22.642857142857142,70.0,10.0,Unhealthy
Smoothies & Shakes,McFlurry with M&M’s Candies (Snack),7.3 oz (207 g),430.0,140.0,15.0,24.0,10.0,48.0,0.9464285714285714,35.0,11.0,120.0,5.0,64.0,21.0,1.0,4.0,59.0,9.0,10.0,22.642857142857142,30.0,4.0,Healthy
Smoothies & Shakes,McFlurry with Oreo Cookies (Small),10.1 oz (285 g),510.0,150.0,17.0,26.0,9.0,44.0,0.5,45.0,14.0,280.0,12.0,80.0,27.0,1.0,4.0,64.0,12.0,15.0,22.642857142857142,40.0,8.0,Unhealthy
Smoothies & Shakes,McFlurry with Oreo Cookies (Medium),13.4 oz (381 g),690.0,200.0,23.0,35.0,12.0,58.0,1.0,55.0,19.0,380.0,16.0,106.0,35.0,1.0,5.0,85.0,15.0,20.0,22.642857142857142,50.0,10.0,Unhealthy
Smoothies & Shakes,McFlurry with Oreo Cookies (Snack),6.7 oz (190 g),340.0,100.0,11.0,17.0,6.0,29.0,0.9464285714285714,30.0,9.0,190.0,8.0,53.0,18.0,1.0,2.0,43.0,8.0,10.0,22.642857142857142,25.0,6.0,Healthy
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Medium),14.2 oz (403 g),810.0,290.0,32.0,50.0,15.0,76.0,1.0,60.0,20.0,400.0,17.0,114.0,38.0,2.0,9.0,103.0,21.0,20.0,22.642857142857142,60.0,6.0,Unhealthy
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Snack),7.1 oz (202 g),410.0,150.0,16.0,25.0,8.0,38.0,0.9464285714285714,30.0,10.0,200.0,8.0,57.0,19.0,1.0,5.0,51.0,10.0,10.0,22.642857142857142,30.0,4.0,Healthy
